timestamp	url	publisher	title	tier	score	status	target_graphs	reason
2026-07-06T00:00:00Z	https://www.anthropic.com/research/coding-agents-social-sciences	Anthropic Economic Research (Lyttelton, Massenkoff, Wilmers)	Coding agents in the social sciences	1	80	ingested	genai-work-adoption;workforce-ai-exposure	Tier 1 fresh; n=1,260 social scientists; 81% GenAI, 20% coding agents weekly; 2x gender gap in adoption
2026-07-13T00:00:00Z	https://www.wemustactnow.ai/	Stanford Digital Economy Lab (Brynjolfsson, Agrawal, Korinek, Cunningham)	We Must Act Now: A Statement on AI's Economic Transformation	2	65	ingested	reading-list	Landmark consensus statement; 16 Nobel Laureates + 200 economists/AI researchers; qualitative not quantitative
2026-07-19T00:00:00Z	https://www.pwc.com/gx/en/services/ai/ai-jobs-barometer.html	PwC (Atkinson, Brown)	PwC 2026 Global AI Jobs Barometer	2	90	ingested	high-skill-wage-premium;entry-level-wage-impact;white-collar-professional-displacement	Jun 15 2026; n=1B+ postings, 27 countries; 62% AI-skill wage premium; seniorised entry-level roles +35% vs -10%
2026-07-19T00:00:00Z	https://www.ft.com/content/6cb9570b-dccd-46f5-b42a-4d0b7b5de35a	Financial Times	AI isn't destroying entry-level jobs. It's changing them	3	60	ingested	reading-list	FT opinion piece synthesizing PwC 2026 Barometer; compositional-shift framing; promoted to Featured Reads
2026-07-20T00:00:00Z	https://digitaleconomy.stanford.edu/app/uploads/2026/06/AIEI_RN01_Jun26.pdf	Stanford Digital Economy Lab	AI Economic Indicators: June 2026 Update (Research Note #1) - KB enrichment	1	-	kb-enrich	stanford-del-ai-economic-indicators-2026	Upgraded excerpt + KB with full RN1 content (Canaries specifics, Takeoff Tracker breakdown, Adoption Monitor)
2026-07-20T00:00:00Z	https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6787638	Lambert & Schindler	The Broken Ladder: AI Remote Work and Early-Career Hiring	1	70	ingested	entry-level-wage-impact;white-collar-professional-displacement	Counter-evidence to Canaries: junior-hiring declines may be remote-work confound. Cited in Stanford RN1.
2026-07-20T00:00:00Z	https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6460358	Johnston & Makridis	AI Output and Employment	1	70	ingested	overall-us-displacement;workforce-ai-exposure	Sector-level counter: AI exposure linked to employment INCREASES, opposite sign from worker-level Canaries. Cited in Stanford RN1.
2026-07-20T00:00:00Z	https://www.adpresearch.com/research/how-representative-is-adp-employment-data	Stanford DEL / ADP Research (Brynjolfsson, Richardson)	How Representative Is ADP Employment Data?	1	70	ingested	reading-list	Methodology companion to Canaries; ADP sample vs QCEW representativeness. Closes RN1 reference gap.
2026-07-20T00:00:00Z	https://www.pewresearch.org/short-reads/2025/06/25/34-of-us-adults-have-used-chatgpt-about-double-the-share-in-2023/	Pew Research Center (Sidoti, McClain)	34% of U.S. Adults Have Used ChatGPT About Double the Share in 2023	1	75	ingested	genai-work-adoption	n=5123 US adults; 34% ever used ChatGPT, 28% employed adults use for work. Closes RN1 reference gap.
2026-07-21T00:00:00Z	https://stripe.com/blog/top-solo-founder-traits	Stripe Atlas (Jesse Carey)	Solo founding is at an all-time high	2	80	ingested	ai-business-formation	Q2 2026: 63% of C corps solo-founded (all-time high); top-decile 2x more likely AI-native
2026-07-21T00:00:00Z	https://gusto.com/resources/gusto-insights/new-business-formation-2026	Gusto	2026 New Business Formation Report: AI Advantage	2	85	ingested	ai-business-formation	60% of 2025 founders used AI to launch (vs 21% in 2023); Gen Z 71% vs Boomers 42%
2026-07-21T00:00:00Z	https://www.ibtimes.com/ai-revolution-startup-boom-small-business-formation-surges-3805510	IBTimes/Census/Bloomberg	AI Revolution Helps Fuel Surge In US Small Business Formation	3	55	ingested	ai-business-formation	29.7K new employer businesses/mo (+17%); prof services 4x construction pace since ChatGPT
